ID,RA,Dec,z_peak,significance,delta,delta_candidate,best_scale_mpc,n_member_scale_mpc,n_member_z_cen,det_unique_slices,z_min_det,z_max_det,z_range,scales_hit,n_members,n_member_RA,n_member_Dec,n_slice_total,background_area_deg2,rho_aper_mpc2,rho_bg_mpc2,aperture_area_mpc2,aperture_area_effective_deg2,aperture_area_full_mpc2,background_area_mpc2
60,149.990533,2.499169,0.3,3.19,14.239,0.092,1.2,1.2,0.31,7,0.29,0.35,0.29-0.35,0.4|0.8|1.2,1187,149.945148,2.44685,16598,0.5225,121.07731338237187,110.87807135288726,9.803653276079547,0.034218750000000006,10.178760197630927,149.69596600552512
61,150.196998,2.329972,0.78,3.169,5.974,0.228,1.2,1.2,0.78,15,0.71,0.85,0.71-0.85,0.4|0.8|1.2,1110,150.196998,2.329972,33955,0.5225,105.01884365527121,85.5011046898604,10.569531727502369,0.013906250000000002,10.178760197630927,397.1293718737968
62,149.792218,2.038401,0.6,3.167,6.356,0.062,1.2,1.2,0.61,13,0.54,0.66,0.54-0.66,0.4|0.8|1.2,1346,149.791831,2.0388,40738,0.5225,132.7718736400894,124.97633898161757,10.137689279347384,0.016250000000000004,10.178760197630927,325.9657014436312
63,150.247598,1.836469,0.49,3.165,10.294,0.426,1.2,1.2,0.49,11,0.44,0.54,0.44-0.54,0.4|0.8|1.2,1000,150.247598,1.836469,18319,0.5225,99.59967659999272,69.83986509608677,10.040193242957509,0.020000000000000004,10.178760197630927,262.3000484722649
64,150.109103,1.989028,0.36,3.144,12.293,0.212,1.2,1.2,0.36,6,0.36,0.41,0.36-0.41,0.4|0.8|1.2,1094,150.109103,1.989028,16403,0.5225,109.02265809129715,89.94443199409916,10.034611328994277,0.028750000000000005,10.178760197630927,182.36815371824378
65,150.239672,2.067477,0.97,3.137,6.205,0.44,1.2,1.2,0.97,15,0.9,1.04,0.90-1.04,0.4|0.8|1.2,919,150.239672,2.067477,28074,0.5225,89.41632829563488,62.080176094857414,10.277764895037226,0.011875000000000002,10.178760197630927,452.22165538163785
66,150.063258,2.21126,0.93,3.13,5.583,0.308,1.2,1.2,0.91,15,0.86,1.0,0.86-1.00,0.4|0.8|1.2,1047,150.067336,2.207893,34322,0.5225,102.63401602251372,78.4775727523295,10.201296222982553,0.012187500000000002,10.178760197630927,437.34787909812366
67,150.151436,2.456006,0.29,3.125,14.615,0.086,1.2,1.2,0.3,11,0.24,0.34,0.24-0.34,0.4|0.8|1.2,1177,150.151935,2.454975,16108,0.5225,122.22759718148905,112.55134304250295,9.629576520696364,0.03515625000000001,10.178760197630927,143.11690615648283
68,149.93049,2.6369,0.92,3.122,4.208,0.42,1.2,1.2,0.92,15,0.85,0.99,0.85-0.99,0.4|0.8|1.2,1023,149.959924,2.618109,34425,0.5225,111.07372671378029,78.24226783633492,9.210098825945687,0.010937500000000003,10.178760197630927,439.9795781994624
70,150.091596,2.556724,0.48,3.101,10.378,0.399,1.2,1.2,0.48,10,0.43,0.53,0.43-0.53,0.4|0.8|1.2,924,150.091596,2.556724,17258,0.5225,94.10568887964925,67.2787745680311,9.81874752738587,0.020000000000000004,10.178760197630927,256.51477915295584
69,150.285175,1.867158,0.77,3.101,6.098,0.128,1.2,1.2,0.77,7,0.7,0.84,0.70-0.84,0.4|0.8|1.2,1082,150.285175,1.867158,36035,0.5225,103.30133965001545,91.56446393122215,10.47421072820364,0.013906250000000002,10.178760197630927,393.54787275407824
71,149.900436,2.226471,0.8,3.093,6.112,0.257,1.2,1.2,0.8,3,0.8,0.82,0.80-0.82,0.4|0.8|1.2,978,149.900436,2.226471,31359,0.5225,97.51341405205258,77.60675701388698,10.029389387166205,0.012968750000000003,10.178760197630927,404.0756398877563
72,150.261585,2.342766,0.07,3.054,15.084,-0.0,1.2,1.2,0.04,5,0.03,0.07,0.03-0.07,0.4|0.8|1.2,7946,150.11798,2.204417,7946,0.5225,1751.795772130052,1751.7957721300525,4.535916872512063,0.5225000000000001,10.178760197630927,4.535916872512062
73,150.329958,1.936153,1.04,3.053,6.698,0.556,1.2,1.2,1.04,17,0.96,1.12,0.96-1.12,0.4|0.8|1.2,854,150.329958,1.936153,24474,0.5225,81.54602396573198,52.41370621865978,10.472613604789313,0.011718750000000002,10.178760197630927,466.93893192553935
74,149.846686,2.121878,1.44,3.04,6.387,0.456,1.2,1.2,1.48,19,1.35,1.53,1.35-1.53,0.4|0.8|1.2,739,149.842564,2.13186,25723,0.5225,73.40010707337514,50.42565400207683,10.068105204005375,0.010312500000000002,10.178760197630927,510.1173303362723
75,150.361682,2.411538,0.34,3.035,12.126,0.12,1.2,1.2,0.31,11,0.29,0.39,0.29-0.39,0.4|0.8|1.2,1145,150.345671,2.404145,16598,0.5225,124.16364056075388,110.87807135288726,9.221701255125053,0.03218750000000001,10.178760197630927,149.69596600552512
76,150.365015,2.143275,0.78,3.033,5.863,0.192,1.2,1.2,0.78,8,0.71,0.78,0.71-0.78,0.4|0.8|1.2,1017,150.365015,2.143275,33955,0.5225,101.94734658697516,85.5011046898604,9.975737810226954,0.013125000000000003,10.178760197630927,397.1293718737968
