n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit,total_covered_true_clusters,total_candidates_at_i22,candidate_csv,match_csv
69,235,117,0.21428571428571427,120,0.5106382978723404,0.43040293040293043,184,0.9419227451784746,0.037932870832093554,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
70,216,108,0.1978021978021978,110,0.5092592592592593,0.3956043956043956,169,0.907711740369288,0.0373254128807098,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
71,199,105,0.19230769230769232,102,0.5125628140703518,0.36446886446886445,159,0.8853797991880096,0.0378919856088396,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
72,186,102,0.18681318681318682,98,0.5268817204301075,0.34065934065934067,153,0.8806717258770117,0.0379737560553475,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
73,170,95,0.17399267399267399,90,0.5294117647058824,0.31135531135531136,141,0.8806717258770117,0.0378919856088396,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
74,155,88,0.16117216117216118,84,0.5419354838709678,0.2838827838827839,130,0.861736075257141,0.0397986770742166,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
75,146,85,0.15567765567765568,80,0.547945205479452,0.2673992673992674,123,0.8600216343767341,0.0401988143991299,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
76,132,80,0.14652014652014653,73,0.553030303030303,0.24175824175824176,113,0.8616618091007401,0.0402038314524367,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
77,126,77,0.14102564102564102,71,0.5634920634920635,0.23076923076923078,110,0.8608417217387371,0.0402190358975658,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
78,113,70,0.1282051282051282,62,0.5486725663716814,0.20695970695970695,100,0.8720076418400514,0.0402013229257833,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
79,107,67,0.1227106227106227,59,0.5514018691588785,0.19597069597069597,97,0.8806717258770117,0.0402038314524367,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
80,98,66,0.12087912087912088,57,0.5816326530612245,0.1794871794871795,95,0.8806717258770117,0.0402038314524367,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
81,91,61,0.11172161172161173,51,0.5604395604395604,0.16666666666666666,87,0.8806717258770117,0.0402038314524367,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
82,85,61,0.11172161172161173,50,0.5882352941176471,0.15567765567765568,85,0.8853797991880096,0.0402038314524367,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
83,80,59,0.10805860805860806,48,0.6,0.14652014652014653,82,0.8711667674888759,0.040497936827852146,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
84,75,53,0.09706959706959707,44,0.5866666666666667,0.13736263736263737,75,0.8806717258770117,0.03980118560087,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
85,72,52,0.09523809523809523,42,0.5833333333333334,0.13186813186813187,73,0.8806717258770117,0.03980118560087,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
86,69,48,0.08791208791208792,39,0.5652173913043478,0.12637362637362637,67,0.8806717258770117,0.0379737560553475,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
87,65,44,0.08058608058608059,37,0.5692307692307692,0.11904761904761904,62,0.8541398674982685,0.037932870832093554,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
88,62,44,0.08058608058608059,36,0.5806451612903226,0.11355311355311355,61,0.8616618091007401,0.0378919856088396,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
89,61,43,0.07875457875457875,35,0.5737704918032787,0.11172161172161173,60,0.8541398674982685,0.037608699244774696,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
90,55,42,0.07692307692307693,34,0.6181818181818182,0.10073260073260074,59,0.846617925895797,0.0378919856088396,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
91,51,39,0.07142857142857142,33,0.6470588235294118,0.09340659340659341,56,0.8541398674982685,0.038884962301455356,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
92,48,38,0.0695970695970696,31,0.6458333333333334,0.08791208791208792,53,0.846617925895797,0.0378919856088396,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
93,44,34,0.06227106227106227,27,0.6136363636363636,0.08058608058608059,48,0.8541398674982685,0.038884962301455356,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
94,38,28,0.05128205128205128,23,0.6052631578947368,0.0695970695970696,42,0.8541398674982685,0.03764958446802865,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
95,35,25,0.045787545787545784,21,0.6,0.0641025641025641,38,0.8711667674888759,0.03715771950367105,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
96,33,23,0.04212454212454213,20,0.6060606060606061,0.06043956043956044,36,0.8711667674888759,0.033826965482268295,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
97,30,22,0.040293040293040296,19,0.6333333333333333,0.054945054945054944,35,0.8616618091007401,0.0306639048379043,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
98,29,22,0.040293040293040296,18,0.6206896551724138,0.05311355311355311,34,0.8711667674888759,0.0283439653432146,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
99,26,20,0.03663003663003663,15,0.5769230769230769,0.047619047619047616,27,0.8616618091007401,0.0197961685475632,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
100,24,20,0.03663003663003663,15,0.625,0.04395604395604396,27,0.8616618091007401,0.0197961685475632,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
101,22,20,0.03663003663003663,15,0.6818181818181818,0.040293040293040296,27,0.8616618091007401,0.0197961685475632,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
102,20,19,0.0347985347985348,14,0.7,0.03663003663003663,26,0.8490746997687473,0.0196157914319836,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
103,20,19,0.0347985347985348,14,0.7,0.03663003663003663,26,0.8490746997687473,0.0196157914319836,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
104,19,19,0.0347985347985348,13,0.6842105263157895,0.0347985347985348,24,0.7956264068562249,0.0196157914319836,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
105,18,19,0.0347985347985348,13,0.7222222222222222,0.03296703296703297,24,0.7956264068562249,0.0196157914319836,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
106,18,19,0.0347985347985348,13,0.7222222222222222,0.03296703296703297,24,0.7956264068562249,0.0196157914319836,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
107,17,18,0.03296703296703297,12,0.7058823529411765,0.031135531135531136,22,0.7735704190599357,0.0194343843526998,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
108,16,16,0.029304029304029304,11,0.6875,0.029304029304029304,20,0.613127078052085,0.0194343843526998,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
109,15,16,0.029304029304029304,11,0.7333333333333333,0.027472527472527472,20,0.613127078052085,0.0194343843526998,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
110,14,15,0.027472527472527472,10,0.7142857142857143,0.02564102564102564,19,0.5156009084210529,0.019435414316404,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
111,12,13,0.023809523809523808,8,0.6666666666666666,0.02197802197802198,16,0.49296898726972693,0.02056936246002025,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
112,12,13,0.023809523809523808,8,0.6666666666666666,0.02197802197802198,16,0.49296898726972693,0.02056936246002025,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
113,11,13,0.023809523809523808,8,0.7272727272727273,0.020146520146520148,16,0.49296898726972693,0.02056936246002025,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
114,11,13,0.023809523809523808,8,0.7272727272727273,0.020146520146520148,16,0.49296898726972693,0.02056936246002025,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
115,11,13,0.023809523809523808,8,0.7272727272727273,0.020146520146520148,16,0.49296898726972693,0.02056936246002025,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
116,11,13,0.023809523809523808,8,0.7272727272727273,0.020146520146520148,16,0.49296898726972693,0.02056936246002025,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
117,10,12,0.02197802197802198,7,0.7,0.018315018315018316,15,0.5156009084210529,0.019435414316404,3,22.0,546,6638,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field03_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field03_i_lt_22p0/field03_crossmatch_matches.csv
1,13690,1313,0.953522149600581,3483,0.2544192841490139,9.941902687000725,4776,1.0262522468694226,0.04296984851924905,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
2,12377,1311,0.9520697167755992,3399,0.2746222832673507,8.988380537400145,4687,1.0244385692789415,0.042529028058574,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
3,10722,1295,0.9404502541757443,3293,0.3071255362805447,7.786492374727668,4571,1.0227147305507291,0.042203722451583,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
4,9998,1283,0.9317356572258533,3223,0.3223644728945789,7.260711692084241,4492,1.022571619384149,0.041668403316206304,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
5,9315,1269,0.9215686274509803,3151,0.33827160493827163,6.764705882352941,4417,1.0217633835134377,0.041264602764256,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
6,8708,1250,0.9077705156136529,3063,0.35174552135966924,6.3238925199709515,4320,1.0199839357618499,0.04099841800074065,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
7,8159,1229,0.8925199709513435,2961,0.36291212158352737,5.925199709513435,4196,1.0189132253176316,0.04080295675420735,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
