n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit
5,11567,1303,0.9462599854756718,3364,0.2908273536785683,8.400145243282498,4653,1.0188564855146067,0.04273608516732952,4,22.5
7,10491,1283,0.9317356572258533,3260,0.3107425412258126,7.618736383442266,4543,1.0196919774422812,0.042243451797969345,4,22.5
10,9045,1244,0.9034132171387074,3000,0.33167495854063017,6.568627450980392,4229,1.018115560951808,0.04146607944150893,4,22.5
15,6968,1145,0.831517792302106,2555,0.36667623421354767,5.060275962236746,3673,1.0047521813217841,0.040545159799999064,4,22.5
20,5268,1079,0.7835875090777051,2062,0.391419893697798,3.8257080610021785,3038,0.992235433382207,0.04023835008620896,4,22.5
30,3432,959,0.6964415395787945,1425,0.4152097902097902,2.4923747276688455,2134,0.9711294556796809,0.039903168740526074,4,22.5
50,2485,835,0.6063907044299202,1138,0.4579476861167002,1.8046477850399418,1740,0.9625019962428545,0.03908750045526199,4,22.5
80,1566,682,0.495279593318809,783,0.5,1.1372549019607843,1210,0.9446210922583584,0.03843511336081118,4,22.5
100,1179,590,0.42846768336964414,647,0.5487701441899915,0.8562091503267973,994,0.9145894048394656,0.03842403513581644,4,22.5
3,14798,1319,0.9578794480755265,3529,0.23847817272604405,10.746550472040669,4803,1.0264264322448093,0.04289746559965901,4,23.0
5,14046,1318,0.9571532316630356,3509,0.24982201338459348,10.200435729847495,4783,1.0264264322448093,0.0428065290413876,4,23.0
7,12954,1312,0.9527959331880901,3459,0.2670217693376563,9.407407407407407,4725,1.0247518775873643,0.04252902805857406,4,23.0
10,11263,1292,0.9382716049382716,3299,0.29290597531741097,8.179375453885259,4531,1.025704874818276,0.04233372461889506,4,23.0
15,9294,1220,0.8859840232389252,2925,0.31471917366042607,6.749455337690632,4067,1.0215535092167187,0.04118749584817727,4,23.0
20,7581,1168,0.8482207697893972,2515,0.33175042870333726,5.505446623093682,3553,1.0090088853522299,0.041264602764256086,4,23.0
30,4941,1062,0.7712418300653595,1729,0.3499291641368144,3.588235294117647,2505,0.9847604000703016,0.04071904301963536,4,23.0
